Age,Income,Debt_Ratio,Nb_Borrowers,Loan_Amt,Loan_Amt_Req,LTV,FICO_Score,Prior_Custom_Score,Current_Custom_Score,CB_Age_Oldest_TL,CB_Age_Newest_TL,CB_Avg_Mos_File,CB_Nb_Sat_TL,CB_Nb_60_Plus_TL,CB_Nb_90_Plus_TL,CB_Pct_Sat_TL,CB_Mos_Since_Dlq,CB_Max_Dlq_12_Mos,CB_Max_Dlq_Ever,CB_Nb_Total_TL,CB_Nb_TL_Open_12,CB_Pct_IL_TL,CB_Nb_Inq_6_Mos,CB_Nb_Inq_6_Mos_excl_7_Days,CB_Rev_Util,CB_IL_Util,CB_Nb_Rev_TL_w_Bal,CB_Nb_IL_TL_w_Bal,CB_Nb_Rev_Tl_75_Pct_Limit,CB_Pct_TL_w_Bal,Risk_Flag
54,0,.,2,0,15000.0,65,.,0,204,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
45,4400,23,1,95001,20000.0,98,696,265,241,178,12,103,28,1,0,90,18,6,5,31,0,28,1,1,56,.,7,1,1,89,1
46,9167,28,1,176529,100000.0,86,683,236,202,202,6,94,25,1,1,85,11,4,6,27,1,27,7,7,4,.,2,2,0,44,0
43,8417,22,1,221000,40000.0,89,766,315,283,169,14,81,20,0,0,100,999,7,8,20,0,35,1,1,17,.,1,4,0,56,1
34,3172,45,1,81000,15000.0,96,611,222,175,140,9,69,16,1,1,94,1,4,6,18,1,47,0,0,66,66,3,2,2,71,0
32,5417,7,1,163144,25000.0,15,722,256,256,316,6,101,9,0,0,100,999,7,8,10,1,80,1,1,81,70,1,1,1,100,0
53,8167,28,1,169017,50000.0,89,747,306,255,173,15,82,18,0,0,100,999,7,8,40,0,47,0,0,32,67,3,4,0,88,1
19,2167,33,1,94050,5000.0,79,676,241,205,19,9,15,6,0,0,100,999,7,8,6,2,33,2,2,11,99,2,1,.,75,0
35,12000,19,1,220000,50000.0,100,745,313,265,154,14,69,39,0,0,98,71,6,6,41,0,27,1,1,10,59,3,3,0,55,0
45,17301,16,2,190001,64000.0,100,730,282,237,147,3,72,29,0,0,93,52,6,6,30,3,37,2,2,31,74,3,4,0,70,1
79,2775,41,2,127000,60000.0,47,790,256,278,278,20,138,10,0,0,100,999,7,8,21,0,27,0,0,3,62,1,1,0,50,1
64,2972,33,2,68605,5000.0,79,654,214,146,155,6,61,12,1,1,93,42,5,2,14,1,50,5,4,92,97,5,2,2,100,1
55,16308,15,2,1454884,100000.0,7,669,252,205,394,7,123,28,2,2,93,1,0,2,31,1,0,1,1,12,.,6,.,0,41,1
41,37444,11,2,360030,90000.0,84,706,292,284,263,5,102,37,0,0,100,999,7,8,57,1,42,4,4,11,19,4,4,0,67,1
43,0,28,2,0,16000.0,85,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
41,12483,23,2,165334,39000.0,90,754,295,238,220,3,59,27,0,0,100,999,7,8,27,4,26,1,0,7,89,2,3,0,36,1
36,5833,31,1,236000,60000.0,85,778,297,242,101,14,56,12,0,0,100,999,7,8,12,0,42,0,0,0,.,3,1,0,83,1
46,9167,18,2,111000,55000.0,94,735,297,241,174,3,73,28,0,0,100,999,7,8,28,2,29,0,0,20,94,4,3,1,44,1
63,3550,11,1,71795,25000.0,35,790,257,271,302,22,93,14,0,0,100,999,7,8,16,0,7,1,1,2,.,4,.,0,67,1
28,5000,26,1,120000,10000.0,88,765,217,227,49,6,28,13,0,0,100,999,7,8,13,1,46,1,1,1,59,1,2,0,60,1
40,3750,13,1,45650,10000.0,88,666,220,204,236,11,74,26,2,0,90,8,4,2,29,1,17,0,0,77,.,4,1,2,100,0
56,1917,43,1,86991,20000.0,75,718,243,237,327,0,104,28,0,0,93,10,4,6,46,5,13,4,4,3,.,9,1,0,50,1
44,0,999,2,0,16200.0,74,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
22,2201,25,1,52123,14500.0,100,623,216,151,25,1,10,3,0,0,100,999,7,8,4,3,25,4,4,85,.,1,1,1,75,0
47,5091,38,2,180000,44452.0,100,687,269,247,151,2,79,38,0,0,95,24,6,6,39,1,21,1,1,29,84,14,3,2,81,0
64,6500,46,2,222558,41000.0,81,765,259,259,127,16,72,8,0,0,100,999,7,8,8,0,75,0,0,13,52,1,4,0,100,1
51,6500,28,2,271810,50000.0,36,751,286,286,345,19,112,22,0,0,95,.,6,6,22,0,41,0,0,1,23,2,3,0,45,1
51,2083,20,1,64000,15000.0,52,733,217,212,157,1,26,12,0,0,100,999,7,8,39,3,38,2,2,7,77,4,2,0,67,0
28,2667,30,1,70268,6200.0,90,678,236,226,126,8,58,15,0,0,63,16,6,6,16,1,44,0,0,47,68,1,5,1,55,0
68,867,32,1,35200,5000.0,75,725,273,223,257,18,100,4,0,0,100,999,7,8,4,0,25,0,0,80,.,3,1,1,100,0
41,14605,9,2,118000,81500.0,80,725,208,202,78,3,70,23,0,0,100,999,7,8,2,5,8,2,2,76,.,5,.,2,56,1
53,17500,31,1,210000,60000.0,70,636,216,208,267,4,115,37,0,0,97,3,4,6,42,3,38,2,2,33,65,5,5,1,73,1
42,7551,34,2,260001,17000.0,97,712,209,207,462,5,66,20,0,0,90,38,6,6,27,2,20,2,2,41,.,4,1,2,83,1
66,2157,41,2,100000,24000.0,90,718,255,235,254,4,60,9,0,0,100,999,7,8,9,2,44,1,1,60,95,2,2,0,80,1
51,7300,39,2,277000,60000.0,78,642,227,227,271,9,86,26,0,0,89,3,4,6,27,1,56,1,1,57,67,6,5,2,92,0
53,4507,42,1,98000,20000.0,90,623,200,178,190,3,47,15,0,0,87,5,4,6,15,5,20,2,2,37,98,6,3,1,64,0
64,3750,47,1,177000,45000.0,96,737,255,251,382,4,63,63,0,0,100,999,7,8,64,3,8,0,0,10,10,2,2,1,15,0
70,3033,28,1,89001,20000.0,85,663,262,212,269,10,100,14,0,0,93,6,4,6,14,1,36,1,1,86,72,4,3,1,100,0
56,2667,21,1,75275,15000.0,77,758,245,257,85,7,75,27,0,0,100,999,7,8,13,2,22,0,0,12,87,4,3,1,50,1
67,4179,34,2,163000,31000.0,98,759,273,266,495,3,92,29,0,0,100,999,7,8,29,4,24,0,0,9,.,5,2,0,35,0
60,3333,9,1,34804,10000.0,29,659,187,239,340,0,95,21,3,1,85,65,6,5,26,3,81,0,0,36,59,2,6,.,89,1
46,8500,13,1,130000,37000.0,90,659,229,229,494,6,99,39,1,1,100,999,6,8,39,1,46,4,4,27,92,8,6,1,88,1
29,2500,45,1,71000,15000.0,99,756,228,257,130,10,64,22,0,0,95,8,4,6,22,1,9,0,0,2,52,5,2,0,50,0
76,2800,11,1,66074,20000.0,30,.,271,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
71,3780,33,1,171000,40000.0,82,625,222,175,191,2,75,16,2,2,67,5,4,4,15,3,62,2,2,0,44,1,5,0,55,0
50,10833,14,2,241329,100000.0,41,790,292,292,261,23,88,22,0,0,100,999,7,8,22,0,23,0,0,7,.,3,1,0,36,1
72,4667,24,1,103000,25000.0,94,.,217,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
45,13000,21,2,305665,20000.0,89,623,258,210,211,5,54,39,0,0,95,2,4,6,39,4,23,1,1,25,43,5,3,3,47,0
51,12167,19,2,242411,50000.0,90,809,265,276,278,32,131,33,0,0,100,999,7,8,26,0,14,0,0,5,.,2,1,0,33,1
45,5250,18,2,90000,9000.0,100,715,264,226,138,18,61,10,1,0,73,13,6,5,11,0,18,1,0,0,.,1,1,1,50,0
47,3153,32,1,68000,45000.0,86,691,207,207,276,3,83,16,1,0,94,48,6,5,17,2,65,0,0,65,96,4,2,0,86,1
40,5250,43,2,185437,50000.0,91,742,279,239,200,5,86,26,0,0,100,999,5,8,30,1,67,1,1,57,97,4,2,1,100,1
50,10667,23,2,263109,50000.0,76,750,287,294,222,8,85,39,0,0,100,999,7,8,41,3,34,0,0,44,18,4,2,0,55,1
43,2417,34,1,87189,14000.0,89,709,274,239,141,8,75,19,0,0,100,999,7,8,19,1,42,0,0,99,91,1,2,1,100,0
39,12167,19,1,223000,145000.0,65,615,146,131,23,7,14,12,0,0,92,2,4,6,12,3,25,5,5,38,.,3,.,2,50,0
70,819,18,1,47388,10000.0,21,779,273,219,74,46,60,2,0,0,100,999,7,8,2,0,50,0,0,.,.,0,.,.,0,0
50,1201,44,1,30602,25000.0,98,650,231,198,59,16,34,3,1,1,100,999,7,8,4,0,0,0,0,68,.,3,.,.,100,0
53,3750,44,1,126000,30000.0,85,670,246,235,165,6,74,36,1,1,92,26,6,6,36,4,42,2,2,27,95,1,3,0,33,0
46,10133,21,2,310000,69000.0,92,657,224,208,287,3,68,28,0,0,93,77,6,6,29,6,24,5,5,37,90,8,2,1,67,0
70,6567,18,2,108000,30000.0,54,747,248,245,501,41,205,33,0,0,97,999,5,7,33,0,21,0,0,47,22,11,2,2,67,1
53,12918,35,2,500001,32000.0,85,713,262,215,232,18,101,10,1,1,91,53,6,2,11,0,36,0,0,70,.,2,1,1,75,0
61,4168,55,2,135001,80000.0,59,.,267,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
49,16667,22,1,465000,100000.0,72,702,266,199,148,4,38,15,0,0,100,999,7,8,15,3,33,4,4,16,96,4,2,1,100,1
37,1500,41,1,76340,13700.0,90,715,249,187,206,4,65,15,2,2,88,78,5,2,17,1,53,1,1,0,.,0,1,0,33,0
47,7582,22,1,186000,48500.0,100,686,243,242,119,4,39,38,0,0,100,999,7,8,38,1,26,3,3,39,77,8,6,2,74,1
39,5219,22,2,29621,20700.0,70,715,237,237,186,14,84,24,1,0,73,11,4,5,26,0,31,0,0,10,68,5,3,1,57,0
65,4021,32,2,135080,15000.0,87,763,304,279,417,22,113,22,0,0,100,999,7,8,22,0,27,0,0,44,.,2,1,0,60,1
43,3588,24,2,116000,24000.0,90,704,237,243,169,4,93,10,0,0,100,999,7,8,10,1,20,1,1,73,.,4,.,2,80,0
41,5250,33,1,90420,15000.0,92,692,266,253,222,5,85,20,0,0,100,999,7,8,21,1,25,1,1,55,.,7,2,4,71,1
82,1250,50,1,54194,15000.0,96,805,264,276,290,7,108,21,0,0,100,999,7,8,43,1,14,0,0,3,.,3,1,0,50,1
56,5133,19,1,110696,50000.0,45,763,292,242,.,2,114,21,0,0,100,999,7,8,0,2,36,1,1,27,91,4,2,0,100,1
49,9583,21,2,110220,62725.0,90,748,274,269,322,4,103,25,1,0,92,21,6,5,26,1,12,0,0,2,.,2,1,1,33,1
60,6083,13,2,83600,20000.0,96,701,286,240,165,2,60,22,0,0,91,41,6,6,23,2,78,1,1,25,80,2,5,0,78,0
66,6167,30,1,94276,89500.0,95,763,240,247,108,17,69,8,0,0,100,999,7,8,8,0,63,1,1,21,72,1,1,0,67,0
31,7933,34,1,146000,66000.0,90,617,213,174,126,1,53,40,2,1,95,12,0,5,44,2,28,2,2,84,59,8,8,4,73,0
39,2000,48,1,135000,25000.0,74,774,279,247,165,1,73,10,0,0,100,999,7,8,13,4,8,0,0,11,.,4,1,0,63,1
32,8000,23,2,193000,25000.0,80,694,263,213,172,17,81,8,1,1,89,52,6,2,9,0,44,0,0,.,.,.,1,.,100,1
35,3750,18,1,64813,15700.0,90,691,237,230,153,11,85,9,1,0,80,26,6,5,10,1,50,0,0,68,74,2,2,2,67,0
50,11667,30,2,306000,71400.0,90,781,278,278,237,17,88,13,0,0,100,999,7,8,14,0,43,0,0,6,.,2,2,0,80,1
44,8071,27,2,233000,50000.0,73,779,252,258,216,9,125,18,0,0,94,27,6,6,18,1,33,0,0,0,70,0,3,0,43,1
30,5417,43,1,248000,50000.0,68,640,202,154,128,11,60,11,4,3,73,42,6,2,15,1,60,3,3,47,91,1,5,0,86,0
31,3683,36,1,178000,25000.0,75,621,197,163,71,8,36,9,0,0,78,2,4,6,9,1,67,3,3,93,82,1,2,1,100,0
65,7767,39,2,108570,27570.0,100,687,251,251,460,1,136,38,3,0,91,23,5,5,44,3,50,5,5,16,45,8,10,1,75,1
61,8489,40,2,216150,73000.0,85,700,276,241,217,3,99,30,0,0,93,7,4,6,30,2,67,3,3,23,67,4,5,0,90,1
40,4000,21,2,100649,10000.0,70,714,265,225,157,9,43,19,0,0,100,999,5,7,2,2,25,0,0,36,62,5,3,0,67,1
56,4587,43,2,69200,17000.0,98,707,270,225,186,6,73,22,0,0,91,33,6,6,22,2,45,0,0,101,93,2,2,1,100,0
65,5417,35,1,145572,20000.0,80,698,210,212,150,20,43,7,1,0,88,11,3,5,25,0,25,3,3,4,.,4,2,0,75,0
25,7767,11,2,130000,10000.0,85,685,232,186,59,10,43,10,2,2,75,32,6,3,12,1,50,0,0,18,81,1,2,0,75,0
26,3500,49,1,135000,25000.0,99,671,246,245,.,3,43,19,0,0,100,999,7,8,22,2,27,0,0,53,41,6,4,3,71,0
38,4113,38,1,122936,24587.2,100,696,267,245,200,3,83,20,0,0,95,16,6,6,20,1,25,0,0,53,62,7,3,1,71,0
32,10017,22,1,316465,55000.0,80,636,188,200,189,3,80,42,0,0,95,30,6,6,42,5,33,1,1,60,76,15,11,5,84,1
42,4033,32,1,59016,17000.0,90,624,224,173,91,4,41,31,0,0,100,999,7,8,32,5,56,1,1,71,90,13,4,4,100,0
53,4667,35,1,133876,35000.0,48,717,244,212,97,0,43,28,0,0,100,999,6,8,30,4,67,5,5,48,79,3,5,1,89,1
74,4678,17,2,57500,20000.0,99,686,251,251,119,7,69,41,0,0,98,72,6,6,46,2,72,1,1,47,79,5,3,2,67,0
42,2801,29,2,99673,15000.0,76,611,215,133,113,26,70,7,6,4,50,4,0,2,13,0,58,1,1,0,.,0,1,.,50,0
40,23953,20,1,765000,100000.0,72,710,261,232,197,2,81,21,1,1,96,67,6,6,24,2,46,2,2,11,.,4,3,1,80,0
77,23198,2,1,88671,20000.0,23,787,312,267,384,33,224,11,0,0,100,999,7,8,11,0,9,0,0,15,.,5,.,0,56,1
43,79608,11,1,570000,125000.0,87,744,279,279,268,3,96,41,0,0,98,46,6,6,41,1,41,5,5,7,83,2,5,0,58,1
38,4304,41,2,201000,34000.0,100,626,240,192,209,5,96,16,1,1,82,1,4,3,17,1,18,1,1,43,.,6,1,0,70,0
59,5833,39,2,300000,50000.0,67,726,289,250,464,31,138,16,1,1,94,50,6,6,16,0,31,0,0,11,.,3,2,0,71,1
47,5833,29,1,142953,51500.0,90,727,287,235,272,9,121,20,0,0,100,999,6,8,20,1,25,0,0,42,88,8,2,1,77,1
23,5871,16,2,105000,16000.0,95,639,210,193,80,2,26,18,0,0,100,999,7,8,19,6,37,4,4,80,92,6,2,2,89,0
44,17500,24,1,185001,69435.0,90,678,187,213,205,27,104,40,3,1,89,12,6,4,46,0,70,0,0,55,84,3,5,1,90,1
51,8792,30,2,275110,75000.0,88,772,291,291,251,10,85,24,0,0,100,999,7,8,29,1,41,1,1,5,.,3,1,1,42,1
51,9167,32,1,293150,65000.0,70,744,295,252,331,27,160,13,0,0,92,20,6,6,13,0,23,0,0,0,.,1,2,0,43,1
35,3500,27,1,82000,43000.0,90,735,239,252,154,7,90,15,0,0,93,50,6,6,15,1,20,0,0,39,70,7,2,1,90,0
40,5208,27,1,207000,16500.0,77,720,228,228,232,5,69,34,0,0,97,65,6,6,36,5,42,1,1,42,91,6,2,1,80,1
66,10417,18,2,304392,100000.0,33,715,246,246,499,2,88,33,0,0,100,999,7,8,36,4,53,4,4,29,80,7,6,2,72,1
33,7250,27,2,125000,38000.0,100,648,220,212,172,10,68,11,1,0,83,9,3,5,12,1,42,4,2,69,92,2,3,2,83,0
46,7083,22,2,200091,50000.0,90,638,231,172,244,19,86,7,2,2,50,11,4,3,10,0,70,1,1,95,54,1,3,1,100,0
43,17500,9,1,167000,100000.0,60,709,229,229,253,50,149,5,1,1,100,999,6,8,6,0,33,0,0,16,.,2,.,0,100,1
31,4333,27,2,137000,14600.0,100,652,208,139,126,6,41,5,1,0,83,8,3,5,6,1,50,1,1,90,86,1,2,.,100,0
34,4725,43,1,184000,74000.0,71,668,227,196,128,2,45,7,3,2,89,55,0,3,9,1,33,4,4,13,88,4,2,0,100,0
58,24759,9,1,290000,150000.0,52,809,276,269,340,18,152,15,0,0,100,999,7,8,15,0,7,0,0,3,.,2,.,0,22,1
36,9500,34,1,245960,50000.0,94,631,281,213,207,12,56,15,0,0,81,4,4,6,16,0,69,1,1,32,79,2,2,1,80,0
46,9583,21,2,176000,50000.0,96,649,271,226,278,19,89,37,0,0,95,3,4,6,38,0,24,3,3,30,.,11,1,3,86,0
32,4041,26,1,156055,14000.0,81,772,252,243,143,1,71,12,0,0,100,999,7,8,13,3,23,1,1,12,100,2,2,0,50,0
21,3634,42,2,146000,25000.0,90,685,224,187,39,4,23,7,1,0,88,14,6,5,8,2,13,8,8,19,.,3,.,0,50,0
47,7583,28,1,131000,34000.0,94,689,254,199,59,15,46,23,0,0,96,25,6,6,19,0,48,0,0,63,51,5,1,2,100,0
32,5367,24,2,120000,30000.0,80,731,296,270,155,20,94,13,0,0,100,999,7,8,15,0,53,0,0,42,55,3,1,0,50,1
51,3001,41,1,116000,12000.0,89,681,262,223,216,2,84,15,0,0,100,999,7,8,16,2,19,1,1,86,2,10,2,5,100,0
24,4917,42,2,96000,12000.0,100,692,230,230,49,8,23,9,0,0,100,999,7,8,9,3,44,0,0,69,83,4,3,1,88,1
50,17150,48,2,645000,80000.0,78,693,245,229,285,3,84,25,1,0,93,26,6,5,27,1,33,7,7,30,38,2,4,1,78,0
61,10300,25,2,88000,14846.59,85,684,251,251,464,4,107,32,0,0,100,999,7,8,33,1,48,1,1,90,80,7,5,6,87,1
50,4960,42,1,81240,21340.0,98,683,253,221,82,7,46,33,0,0,100,999,7,8,34,3,32,0,0,46,81,7,4,2,73,1
39,5890,20,2,112688,10000.0,9,657,223,203,212,2,61,33,1,0,87,11,4,5,39,7,49,10,10,0,100,1,5,0,50,0
49,11675,14,2,181000,18000.0,90,783,261,278,99,37,99,24,0,0,100,999,7,8,3,0,29,0,0,11,8,1,2,0,38,1
47,2917,36,1,95734,12000.0,99,658,246,198,25,1,9,5,1,1,100,999,7,8,7,4,17,1,1,8,.,2,1,0,75,0
33,2900,40,1,62000,7000.0,100,613,214,187,34,4,15,9,0,0,100,999,7,8,9,3,67,2,2,100,78,2,5,2,100,0
57,3750,26,2,97000,20000.0,80,685,258,240,74,72,73,2,1,1,100,999,6,8,2,0,100,0,0,.,4,.,1,.,100,0
44,6350,42,1,224343,50000.0,86,655,215,196,281,13,91,54,3,3,93,7,4,3,60,0,32,2,2,35,72,4,3,2,41,1
61,4300,44,2,176916,50000.0,68,775,239,242,148,4,58,42,0,0,100,999,7,8,62,4,9,3,3,2,100,3,2,0,24,1
50,5833,45,2,215000,27000.0,80,685,275,241,236,2,96,37,0,0,95,1,4,6,41,3,20,1,1,15,94,5,1,2,55,0
45,13450,26,1,268000,50000.0,76,773,271,268,263,2,96,29,0,0,100,999,7,8,30,1,33,3,3,6,60,2,5,0,54,1
66,5417,24,1,175000,25000.0,67,660,222,196,106,5,42,11,1,0,92,22,6,5,13,3,31,2,2,60,.,4,1,1,83,0
54,5404,27,2,142500,50000.0,98,696,254,237,373,8,102,12,1,1,100,999,6,8,12,1,33,3,3,0,.,0,1,.,25,1
41,5425,28,2,159000,45000.0,100,609,242,191,223,9,71,21,0,0,90,0,4,6,22,2,43,2,2,87,51,5,3,2,100,0
49,3000,38,2,85000,76000.0,89,728,260,238,70,3,37,9,0,0,100,999,7,8,9,2,11,1,1,14,.,2,.,0,67,1
41,59167,17,2,800000,100000.0,75,.,265,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
29,4751,30,1,291751,60000.0,51,764,225,237,102,5,40,14,0,0,100,999,7,8,15,6,14,1,1,8,.,1,1,0,18,1
79,2216,10,1,87848,15000.0,17,726,282,240,131,40,132,8,1,1,90,15,6,3,10,0,50,0,0,3,40,1,1,0,40,1
35,5083,36,2,176236,70806.0,90,709,257,210,184,2,28,11,0,0,100,999,7,8,14,3,42,1,1,34,.,2,1,0,60,0
43,5133,44,1,182501,44000.0,100,660,247,196,196,1,60,21,0,0,100,999,7,8,28,3,21,3,3,70,86,10,4,5,93,1
32,3500,27,2,140000,10000.0,95,684,228,222,154,3,63,23,1,0,96,25,6,5,27,5,33,1,1,61,.,3,1,1,67,0
46,1907,47,1,73271,60000.0,82,784,269,242,328,5,121,6,0,0,86,43,6,6,7,2,14,0,0,0,.,0,.,0,0,0
37,13417,26,2,270000,38000.0,100,661,214,208,155,3,62,39,0,0,80,26,6,6,40,7,48,1,1,45,66,4,5,1,71,0
61,7250,33,2,220000,25000.0,89,608,225,189,101,4,29,12,0,0,92,2,4,6,13,3,38,0,0,43,83,5,3,2,100,0
64,11250,21,2,415000,25000.0,52,796,320,301,353,40,140,19,0,0,100,999,7,8,19,0,11,0,0,7,.,3,1,0,36,1
29,5333,18,2,108000,15000.0,100,734,294,241,133,4,63,24,0,0,96,50,6,6,24,1,42,2,2,22,46,4,3,0,70,1
45,6667,25,2,241549,25000.0,81,744,261,261,253,8,97,14,0,0,100,999,7,8,14,1,57,1,1,57,.,3,.,.,100,1
72,4167,36,2,141267,100000.0,71,788,264,282,454,15,119,28,0,0,100,999,7,8,3,0,33,0,0,3,47,4,2,0,43,1
36,13333,6,2,86792,10700.0,100,643,236,198,298,16,62,30,1,1,97,21,6,3,53,0,32,2,1,70,56,8,3,3,79,0
65,8706,35,1,122330,20000.0,94,675,265,204,388,3,106,31,0,0,100,999,7,8,31,1,19,0,0,83,69,14,3,10,91,0
37,6738,20,2,131462,16462.0,100,674,239,209,117,5,61,26,0,0,93,30,6,6,27,3,15,1,1,86,.,5,1,3,67,1
34,8500,15,2,242995,24000.0,100,731,242,266,118,5,58,36,0,0,97,56,6,6,38,2,11,0,0,6,42,1,2,0,27,1
39,8334,15,1,117000,50000.0,77,813,256,287,137,26,89,19,0,0,100,999,7,8,15,0,58,0,0,1,0,1,5,0,78,0
62,4092,37,2,115009,50000.0,76,681,263,199,179,11,101,24,0,0,92,47,6,6,24,1,29,2,2,62,82,8,2,2,73,1
53,11001,9,1,382000,63800.0,90,664,224,185,44,2,28,13,2,2,100,999,6,8,15,2,86,2,2,18,66,2,2,.,100,0
37,2500,39,2,107001,11800.0,91,637,199,199,189,35,107,8,4,4,70,12,6,6,10,0,40,2,2,0,.,0,1,.,50,0
33,8000,31,2,139000,20000.0,99,655,258,212,109,13,65,9,1,1,90,60,6,6,10,0,50,0,0,86,39,3,3,1,100,0
35,4588,38,1,150000,17000.0,86,.,223,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
38,5613,39,2,225000,20000.0,86,687,232,217,201,2,114,9,7,7,75,38,6,2,13,2,31,0,0,2,.,1,1,0,50,0
33,7990,25,1,193556,50000.0,94,709,275,225,160,4,66,14,0,0,86,6,4,6,14,1,14,2,2,15,.,3,1,1,40,1
59,8333,18,1,215000,50000.0,98,703,216,212,387,6,107,24,1,1,96,48,6,2,26,1,20,2,2,38,.,6,1,2,50,0
41,14250,42,2,760001,38000.0,85,677,272,250,184,10,89,25,0,0,96,62,6,6,27,1,27,12,12,24,84,4,3,2,54,1
33,15917,14,2,270000,31000.0,90,692,246,246,144,2,70,34,0,0,100,999,7,8,35,3,51,6,6,61,51,5,5,1,83,0
42,15002,25,1,385000,80000.0,96,713,259,226,189,3,67,41,0,0,100,999,7,8,59,5,31,3,3,31,61,6,5,1,72,1
39,6587,21,2,133320,36300.0,100,639,219,193,172,9,59,22,1,1,96,0,2,4,23,1,30,0,0,54,84,7,4,2,92,0
53,7668,30,1,189012,50000.0,99,611,203,203,233,28,92,19,0,0,79,2,4,6,20,0,21,1,1,77,.,7,1,4,73,0
46,15367,39,2,445619,112000.0,87,682,233,234,141,6,55,14,0,0,100,999,7,8,14,2,14,1,1,58,38,2,1,1,43,1
41,4625,18,1,85184,10000.0,99,.,218,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
59,7167,15,2,106623,34500.0,80,719,253,227,194,2,78,12,0,0,100,999,7,8,13,2,62,1,1,97,86,4,3,3,100,0
71,2250,42,2,113939,30000.0,61,788,320,290,393,16,158,15,0,0,100,999,7,8,16,0,13,0,0,9,.,3,1,0,50,1
46,3987,33,1,97900,26000.0,89,604,223,196,116,2,51,21,2,0,83,64,6,5,24,3,54,1,1,81,79,7,2,2,82,0
57,24050,18,2,235000,50000.0,89,659,227,208,.,6,48,14,2,0,76,12,6,5,0,3,59,5,3,16,67,2,6,0,90,0
48,5800,14,2,72182,17000.0,100,621,216,162,46,7,38,13,0,0,93,8,4,6,5,1,50,2,2,80,84,5,4,1,90,0
52,3337,41,1,88000,50000.0,57,675,249,226,250,6,103,26,0,0,88,1,4,6,26,1,35,0,0,79,60,4,2,2,75,0
33,12500,10,1,129001,22350.0,100,634,212,169,139,4,71,23,1,1,72,19,6,4,29,2,38,0,0,89,69,11,2,2,81,0
64,25000,6,2,470000,100000.0,62,784,298,269,443,4,151,22,0,0,100,999,7,8,25,3,27,2,2,1,48,3,2,0,55,1
51,29167,11,2,615000,100000.0,70,707,224,240,161,5,75,40,0,0,98,42,6,6,48,2,27,0,0,20,91,6,3,2,69,1
62,1800,42,1,100000,50000.0,50,748,298,248,169,23,76,12,0,0,92,19,6,6,12,0,0,1,1,5,.,3,.,0,30,1
59,5306,51,2,140000,125000.0,89,783,303,310,264,8,138,28,0,0,100,999,7,8,60,2,17,0,0,4,82,1,2,0,57,1
40,5000,22,2,91099,26000.0,100,631,219,147,.,14,51,18,1,1,84,10,4,2,0,0,32,3,3,78,73,6,2,4,80,0
30,6667,21,1,226739,25000.0,54,657,194,171,231,1,67,32,1,1,100,999,6,8,27,5,12,6,6,53,.,4,1,4,75,0
35,2333,41,1,40183,23000.0,84,708,287,237,203,3,69,30,0,0,94,53,6,6,40,3,23,0,0,33,52,6,3,0,91,0
62,3330,22,2,75994,15000.0,66,781,252,263,166,1,89,14,0,0,100,999,7,8,16,3,38,2,2,3,.,4,2,0,75,1
41,7500,10,2,103102,50000.0,48,781,262,231,166,2,77,9,0,0,100,999,6,8,10,1,40,5,5,7,.,1,1,0,33,1
52,3176,37,1,93062,33000.0,77,791,300,270,.,10,98,23,0,0,100,999,7,8,38,1,29,2,2,1,35,6,2,0,73,0
49,14583,26,1,240000,42000.0,90,615,242,205,158,4,77,38,0,0,85,2,4,6,39,1,51,3,3,44,49,13,6,2,90,0
29,3333,23,1,86819,10000.0,95,711,255,221,124,11,80,36,4,2,91,23,6,3,45,1,69,0,0,7,66,3,9,0,75,0
55,11117,19,2,149000,60000.0,40,661,161,172,181,5,12,3,0,0,100,999,7,8,5,2,100,1,1,.,98,.,3,.,100,1
62,0,.,1,0,25000.0,55,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
32,4458,28,1,129581,33200.0,100,637,237,216,176,8,65,24,0,0,80,32,6,6,25,3,44,1,0,54,72,5,3,2,89,0
26,4045,35,1,128943,45000.0,87,654,228,191,90,0,26,10,0,0,92,.,6,6,13,4,31,2,2,41,.,6,.,0,100,0
51,5833,14,1,104000,15000.0,80,679,209,199,261,2,63,13,0,0,86,25,6,6,14,5,36,2,2,32,95,7,3,0,83,0
23,6667,27,1,100000,10000.0,80,625,210,178,14,1,6,3,0,0,100,999,7,8,5,4,40,15,15,98,.,2,2,1,80,1
43,14583,5,2,199650,50000.0,25,779,276,276,249,13,108,21,0,0,100,999,7,8,21,0,29,0,0,4,28,5,1,0,55,1
